"","x"
"1439",1.6107456355
"1440",1.611101529
"1441",1.611460572
"1442",1.611838512
"1443",1.6121818075
"1444",1.612506206
"1445",1.612821156
"1446",1.6131203585
"1447",1.613413262
"1448",1.6136935675
"1449",1.6139644245
"1450",1.6142226835
"1451",1.6144809425
"1452",1.614754949
"1453",1.6149974605
"1454",1.615221075
"1455",1.615435241
"1456",1.6156399585
"1457",1.6158352275
"1458",1.6160178985
"1459",1.616191121
"1460",1.616354895
"1461",1.61651237
"1462",1.616682443
"1463",1.61682732
"1464",1.6169533
"1465",1.617072981
"1466",1.617180064
"1467",1.6172776985
"1468",1.6173658845
"1469",1.617444622
"1470",1.617513911
"1471",1.617576901
"1472",1.6176430405
"1473",1.617690283
"1474",1.6177249275
"1475",1.617746974
"1476",1.617759572
"1477",1.6177627215
"1478",1.6177564225
"1479",1.617740675
"1480",1.617715479
"1481",1.617683984
"1482",1.617652489
"1483",1.617602097
"1484",1.6175422565
"1485",1.617469818
"1486",1.6173910805
"1487",1.617299745
"1488",1.6172021105
"1489",1.617091878
"1490",1.616972197
"1491",1.616846217
"1492",1.6167170875
"1493",1.6165722105
"1494",1.616417885
"1495",1.616254111
"1496",1.6160808885
"1497",1.6158982175
"1498",1.615706098
"1499",1.61550453
"1500",1.615290364
"1501",1.6150730485
"1502",1.6148462845
"1503",1.6146069225
"1504",1.614358112
"1505",1.6141030025
"1506",1.613835295
"1507",1.613558139
"1508",1.613274684
"1509",1.612978631
"1510",1.612676279
"1511",1.612361329
"1512",1.61204008
"1513",1.6117093825
"1514",1.611366087
"1515",1.6110164925
"1516",1.6106574495
"1517",1.610288958
"1518",1.609911018
"1519",1.6095236295
"1520",1.6091267925
"1521",1.608720507
"1522",1.608304773
"1523",1.6078795905
"1524",1.6074449595
"1525",1.6070040295
"1526",1.6065505015
"1527",1.6060906745
"1528",1.6056182495
"1529",1.6051395255
"1530",1.604651353
"1531",1.6041505825
"1532",1.6036403635
"1533",1.6031238455
"1534",1.602597879
"1535",1.602062464
"1536",1.6015176005
"1537",1.6009632885
"1538",1.6004026775
"1539",1.5998294685
"1540",1.5992499605
"1541",1.5986578545
"1542",1.5980563
"1543",1.5974484465
"1544",1.596827995
"1545",1.5962012445
"1546",1.5955650455
"1547",1.594919398
"1548",1.594264302
"1549",1.593602907
"1550",1.592928914
"1551",1.592248622
"1552",1.591555732
"1553",1.590856543
"1554",1.5901479055
"1555",1.5894298195
"1556",1.588702285
"1557",1.587965302
"1558",1.5872188705
"1559",1.58646614
"1560",1.585703961
"1561",1.5849323335
"1562",1.5841512575
"1563",1.5833638825
"1564",1.5825639095
"1565",1.5817576375
"1566",1.5809387675
"1567",1.5801135985
"1568",1.579278981
"1569",1.5784380645
"1570",1.57758455
"1571",1.5767247365
"1572",1.5758617735
"1573",1.5749862125
"1574",1.5740980535
"1575",1.5732035955
"1576",1.572299689
"1577",1.571386334
"1578",1.57046668
"1579",1.569534428
"1580",1.568595877
"1581",1.567651027
"1582",1.566706177
"1583",1.565748729
"1584",1.5647755335
"1585",1.563796039
"1586",1.562807096
"1587",1.561811854
"1588",1.560804014
"1589",1.559789875
"1590",1.5587662875
"1591",1.5577395505
"1592",1.5567191125
"1593",1.5556797775
"1594",1.5546278445
"1595",1.553566463
"1596",1.552495633
"1597",1.551418504
"1598",1.5503319265
"1599",1.5492359005
"1600",1.5481335755
"1601",1.547028101
"1602",1.545938374
"1603",1.544823451
"1604",1.5436927805
"1605",1.542555811
"1606",1.541409393
"1607",1.5402535265
"1608",1.539091361
"1609",1.5379228965
"1610",1.536741834
"1611",1.5355670705
"1612",1.534411204
"1613",1.5332238425
"1614",1.5320207335
"1615",1.5308113255
"1616",1.5295956185
"1617",1.528370463
"1618",1.527135859
"1619",1.5258981055
"1620",1.524647754
"1621",1.523406851
"1622",1.522191144
"1623",1.5209407925
"1624",1.519671544
"1625",1.518399146
"1626",1.5171172995
"1627",1.5158260045
"1628",1.51453156
"1629",1.513227667
"1630",1.511917475
"1631",1.510613582
"1632",1.509347483
"1633",1.5080404405
"1634",1.506714501
"1635",1.5053822625
"1636",1.5040405755
"1637",1.502695739
"1638",1.501341454
"1639",1.4999840195
"1640",1.4986171365
"1641",1.4972628515
"1642",1.4959526595
"1643",1.4945983745
"1644",1.493222043
"1645",1.4918394125
"1646",1.490450483
"1647",1.4890552545
"1648",1.487653727
"1649",1.48624905
"1650",1.4848349245
"1651",1.4834365465
"1652",1.4820948595
"1653",1.480699631
"1654",1.479282356
"1655",1.477858782
"1656",1.476428909
"1657",1.4749958865
"1658",1.473556565
"1659",1.472114094
"1660",1.4706621745
"1661",1.4692323015
"1662",1.4678654185
"1663",1.466438695
"1664",1.464989925
"1665",1.463534856
"1666",1.4620766375
"1667",1.4606152695
"1668",1.4591476025
"1669",1.4576736365
"1670",1.456196521
"1671",1.454741452
"1672",1.453361971
"1673",1.4519163505
"1674",1.450445534
"1675",1.448971568
"1676",1.4474944525
"1677",1.4460141875
"1678",1.4445276235
"1679",1.4430410595
"1680",1.4415481965
"1681",1.4400805295
"1682",1.438697899
"1683",1.43724283
"1684",1.435762565
"1685",1.4342791505
"1686",1.432795736
"1687",1.4313060225
"1688",1.429816309
"1689",1.4283202965
"1690",1.426824284
"1691",1.425356617
"1692",1.423983435
"1693",1.4225315155
"1694",1.4210544
"1695",1.419574135
"1696",1.4180907205
"1697",1.416607306
"1698",1.4151238915
"1699",1.4136373275
"1700",1.4121507635
"1701",1.410692545
"1702",1.40933826
"1703",1.407902088
"1704",1.4064375705
"1705",1.404973053
"1706",1.4035085355
"1707",1.4020408685
"1708",1.4005732015
"1709",1.399108684
"1710",1.397641017
"1711",1.3962079945
"1712",1.394882055
"1713",1.3934742285
"1714",1.3920380565
"1715",1.390598735
"1716",1.389162563
"1717",1.387726391
"1718",1.3862933685
"1719",1.3848571965
"1720",1.383424174
"1721",1.382025796
"1722",1.3807439495
"1723",1.3793770665
"1724",1.3779786885
"1725",1.3765803105
"1726",1.375185082
"1727",1.373793003
"1728",1.372400924
"1729",1.3710119945
"1730",1.369623065
"1731",1.368275079
"1732",1.367046774
"1733",1.365730283
"1734",1.364382297
"1735",1.36304061
"1736",1.361698923
"1737",1.3603603855
"1738",1.3590249975
"1739",1.357692759
"1740",1.35636367
"1741",1.355078674
"1742",1.353913359
"1743",1.3526630075
"1744",1.3513780115
"1745",1.3500993145
"1746",1.3488269165
"1747",1.347557668
"1748",1.346291569
"1749",1.3450286195
"1750",1.343771969
"1751",1.342556262
"1752",1.3414696845
"1753",1.3402917715
"1754",1.339085513
"1755",1.3378855535
"1756",1.3366887435
"1757",1.3354982325
"1758",1.3343140205
"1759",1.333132958
"1760",1.3319581945
"1761",1.3308306735
"1762",1.3298291325
"1763",1.328736256
"1764",1.3276181835
"1765",1.32650641
"1766",1.3254009355
"1767",1.32430176
"1768",1.3232088835
"1769",1.3221254555
"1770",1.321045177
"1771",1.320012141
"1772",1.319105085
"1773",1.318109843
"1774",1.3170925545
"1775",1.316081565
"1776",1.3150768745
"1777",1.314078483
"1778",1.31308954
"1779",1.3121100455
"1780",1.31113685
"1781",1.3102077475
"1782",1.309404625
"1783",1.3085196155
"1784",1.30760941
"1785",1.306708653
"1786",1.3058173445
"1787",1.304932335
"1788",1.304056774
"1789",1.3031906615
"1790",1.3023339975
"1791",1.3015214265
"1792",1.3008285365
"1793",1.3000600585
"1794",1.299269534
"1795",1.298488458
"1796",1.2977168305
"1797",1.2969546515
"1798",1.296201921
"1799",1.2954617885
"1800",1.294727955
"1801",1.2940382145
"1802",1.293468155
"1803",1.2928225075
"1804",1.2921611125
"1805",1.2915060165
"1806",1.290866668
"1807",1.2902336185
"1808",1.289613167
"1809",1.289002164
"1810",1.288403759
"1811",1.2878462975
"1812",1.287402218
"1813",1.2868888495
"1814",1.2863597335
"1815",1.2858432155
"1816",1.2853392955
"1817",1.284844824
"1818",1.2843629505
"1819",1.283893675
"1820",1.283433848
"1821",1.2830149645
"1822",1.2827000145
"1823",1.282325224
"1824",1.2819378355
"1825",1.281563045
"1826",1.281204002
"1827",1.2808544075
"1828",1.280517411
"1829",1.2801930125
"1830",1.279881212
"1831",1.2796072055
"1832",1.2794245345
"1833",1.2791914715
"1834",1.2789521095
"1835",1.2787253455
"1836",1.278514329
"1837",1.278312761
"1838",1.2781269405
"1839",1.277953718
"1840",1.2777930935
"1841",1.2776671135
"1842",1.277619871
"1843",1.277537984
"1844",1.277449798
"1845",1.27737421
"1846",1.2773143695
"1847",1.277267127
"1848",1.2772324825
"1849",1.2772135855
"1850",1.2772072865
"1851",1.2772324825
"1852",1.2773269675
"1853",1.277393107
"1854",1.2774592465
"1855",1.2775411335
"1856",1.277632469
"1857",1.2777427015
"1858",1.277865532
"1859",1.27800411
"1860",1.278155286
"1861",1.2783348075
"1862",1.2785678705
"1863",1.278785186
"1864",1.279005651
"1865",1.2792418635
"1866",1.2794938235
"1867",1.2797583815
"1868",1.280038687
"1869",1.28033474
"1870",1.2806465405
"1871",1.2809803875
"1872",1.2813520285
"1873",1.28172052
"1874",1.28209846
"1875",1.2824921475
"1876",1.282898433
"1877",1.283320466
"1878",1.2837582465
"1879",1.2842117745
"1880",1.28468105
"1881",1.285166073
"1882",1.2856794415
"1883",1.286199109
"1884",1.2867313745
"1885",1.2872793875
"1886",1.2878399985
"1887",1.2884195065
"1888",1.289014762
"1889",1.2896226155
"1890",1.2902462165
"1891",1.290885565
"1892",1.291534362
"1893",1.292202056
"1894",1.2928854975
"1895",1.2935846865
"1896",1.2943027725
"1897",1.2950334565
"1898",1.295779888
"1899",1.296542067
"1900",1.2973199935
"1901",1.2981073685
"1902",1.298885295
"1903",1.299697866
"1904",1.3005324835
"1905",1.301379699
"1906",1.3022458115
"1907",1.303124522
"1908",1.3040221295
"1909",1.304932335
"1910",1.305858288
"1911",1.3067873905
"1912",1.3076944465
"1913",1.3086455955
"1914",1.30962509
"1915",1.3106171825
"1916",1.3116250225
"1917",1.31264861
"1918",1.313687945
"1919",1.3147430275
"1920",1.315810708
"1921",1.3168783885
"1922",1.3179051255
"1923",1.318991703
"1924",1.320106626
"1925",1.3212372965
"1926",1.3223837145
"1927",1.3235427305
"1928",1.324717494
"1929",1.325908005
"1930",1.3271142635
"1931",1.3283110735
"1932",1.3294511925
"1933",1.33066375
"1934",1.3319078025
"1935",1.3331676025
"1936",1.33444315
"1937",1.3357312955
"1938",1.3370351885
"1939",1.3383516795
"1940",1.339683918
"1941",1.3410035585
"1942",1.3422507605
"1943",1.3435798495
"1944",1.3449467325
"1945",1.3463262135
"1946",1.347721442
"1947",1.349126119
"1948",1.350549693
"1949",1.3519827155
"1950",1.353434635
"1951",1.354864508
"1952",1.3562093445
"1953",1.3576455165
"1954",1.359122632
"1955",1.3606123455
"1956",1.362114657
"1957",1.3636295665
"1958",1.3651602235
"1959",1.366700329
"1960",1.368256182
"1961",1.3697899885
"1962",1.3712198615
"1963",1.372753668
"1964",1.374328418
"1965",1.375915766
"1966",1.377515712
"1967",1.379128256
"1968",1.380753398
"1969",1.3823879885
"1970",1.3840383265
"1971",1.3856571695
"1972",1.38716578
"1973",1.388784623
"1974",1.3904444095
"1975",1.3921199435
"1976",1.3938017765
"1977",1.395499357
"1978",1.3972032365
"1979",1.398919714
"1980",1.4006487895
"1981",1.40234637
"1982",1.4039179705
"1983",1.4056061025
"1984",1.407341477
"1985",1.4090863
"1986",1.4108405715
"1987",1.4126042915
"1988",1.41437746
"1989",1.416160077
"1990",1.417955292
"1991",1.419712713
"1992",1.421337855
"1993",1.423082678
"1994",1.4248747435
"1995",1.4266762575
"1996",1.4284840705
"1997",1.430301332
"1998",1.432128042
"1999",1.4339642005
"2000",1.435806658
"2001",1.4376113215
"2002",1.4392742575
"2003",1.441060024
"2004",1.4428961825
"2005",1.44473864
"2006",1.4465873965
"2007",1.448442452
"2008",1.450306956
"2009",1.4521746095
"2010",1.454054861
"2011",1.45588787
"2012",1.457576002
"2013",1.4593869645
"2014",1.461248319
"2015",1.4631159725
"2016",1.4649867755
"2017",1.4668638775
"2018",1.4687472785
"2019",1.4706369785
"2020",1.472529828
"2021",1.474381734
"2022",1.476076165
"2023",1.4778997255
"2024",1.4797705285
"2025",1.481644481
"2026",1.4835247325
"2027",1.485404984
"2028",1.4872915345
"2029",1.4891812345
"2030",1.4910772335
"2031",1.4929228405
"2032",1.4946172715
"2033",1.496434533
"2034",1.4982958875
"2035",1.500163541
"2036",1.5020311945
"2037",1.5039019975
"2038",1.5057728005
"2039",1.507646753
"2040",1.509523855
"2041",1.5113537145
"2042",1.513026099
"2043",1.514821314
"2044",1.516660622
"2045",1.51849993
"2046",1.520339238
"2047",1.5221816955
"2048",1.5240210035
"2049",1.525863461
"2050",1.5277059185
"2051",1.529497984
"2052",1.5311388735
"2053",1.5328962945
"2054",1.534694659
"2055",1.5364930235
"2056",1.5382882385
"2057",1.5400834535
"2058",1.5418786685
"2059",1.543670734
"2060",1.54545965
"2061",1.5472013235
"2062",1.5487949705
"2063",1.55049885
"2064",1.5522405235
"2065",1.5539790475
"2066",1.5557175715
"2067",1.5574497965
"2068",1.559178872
"2069",1.560904798
"2070",1.562630724
"2071",1.564306258
"2072",1.565836915
"2073",1.567474655
"2074",1.56914389
"2075",1.5708099755
"2076",1.572469762
"2077",1.574126399
"2078",1.575776737
"2079",1.5774239255
"2080",1.579064815
"2081",1.580658462
"2082",1.58211983
"2083",1.5836725335
"2084",1.585256732
"2085",1.5868346315
"2086",1.588406232
"2087",1.5899715335
"2088",1.591530536
"2089",1.5930832395
"2090",1.5946264945
"2091",1.596128806
"2092",1.5975051375
"2093",1.5989665055
"2094",1.6004530695
"2095",1.601930185
"2096",1.603397852
"2097",1.60485922
"2098",1.606314289
"2099",1.6077599095
"2100",1.6091960815
"2101",1.6105944595
"2102",1.6118794555
"2103",1.6132337405
"2104",1.614610072
"2105",1.615976955
"2106",1.61733124
"2107",1.618679226
"2108",1.6200177635
"2109",1.6213468525
"2110",1.622666493
"2111",1.6239483395
"2112",1.625135701
"2113",1.626376604
"2114",1.6276332545
"2115",1.6288804565
"2116",1.6301150605
"2117",1.631340216
"2118",1.6325527735
"2119",1.633759032
"2120",1.6349526925
"2121",1.6361117085
"2122",1.637191987
"2123",1.6383163585
"2124",1.639447029
"2125",1.6405651015
"2126",1.6416737255
"2127",1.6427697515
"2128",1.6438531795
"2129",1.644927159
"2130",1.6459885405
"2131",1.647024726
"2132",1.647994772
"2133",1.6489931635
"2134",1.6499947045
"2135",1.6509836475
"2136",1.6519599925
"2137",1.6529237395
"2138",1.6538748885
"2139",1.6548134395
"2140",1.6557393925
"2141",1.6566464485
"2142",1.6575094115
"2143",1.658381823
"2144",1.659251085
"2145",1.6601045995
"2146",1.6609486655
"2147",1.6617801335
"2148",1.6625990035
"2149",1.663402126
"2150",1.6641958
"2151",1.664970577
"2152",1.665726457
"2153",1.666476038
"2154",1.667213021
"2155",1.667937406
"2156",1.668649193
"2157",1.669348382
"2158",1.670034973
"2159",1.670708966
"2160",1.671370361
"2161",1.672019158
"2162",1.6726711045
"2163",1.6733010045
"2164",1.6739120075
"2165",1.6745104125
"2166",1.6750962195
"2167",1.6756694285
"2168",1.6762300395
"2169",1.676774903
"2170",1.6773071685
"2171",1.677839434
"2172",1.6783968955
"2173",1.678910264
"2174",1.6794047355
"2175",1.6798834595
"2176",1.6803495855
"2177",1.6808031135
"2178",1.6812440435
"2179",1.681675525
"2180",1.682091259
"2181",1.682513292
"2182",1.6829825675
"2183",1.683395152
"2184",1.6837762415
"2185",1.6841478825
"2186",1.6845069255
"2187",1.6848533705
"2188",1.6851872175
"2189",1.6855084665
"2190",1.685820267
"2191",1.6861446655
"2192",1.6865415025
"2193",1.6868627515
"2194",1.687149356
"2195",1.687426512
"2196",1.6876879205
"2197",1.68794303
"2198",1.6881855415
"2199",1.688415455
"2200",1.6886327705
"2201",1.688875282
"2202",1.689215428
"2203",1.6894642385
"2204",1.689668956
"2205",1.6898673745
"2206",1.690053195
"2207",1.690229567
"2208",1.6903964905
"2209",1.6905539655
"2210",1.6906988425
"2211",1.690878364
"2212",1.691180716
"2213",1.6913728355
"2214",1.6915177125
"2215",1.6916562905
"2216",1.69178542
"2217",1.691905101
"2218",1.6920153335
"2219",1.692119267
"2220",1.692213752
"2221",1.6923491805
"2222",1.6926326355
"2223",1.6927901105
"2224",1.6928971935
"2225",1.6929979775
"2226",1.6930924625
"2227",1.6931806485
"2228",1.693259386
"2229",1.6933318245
"2230",1.693397964
"2231",1.693517645
"2232",1.693807399
"2233",1.6939554255
"2234",1.694046761
"2235",1.694134947
"2236",1.6942199835
"2237",1.694298721
"2238",1.694374309
"2239",1.694443598
"2240",1.6945097375
"2241",1.694632568
"2242",1.6949569665
"2243",1.6951207405
"2244",1.6952278235
"2245",1.695331757
"2246",1.6954356905
"2247",1.695533325
"2248",1.6956309595
"2249",1.6957254445
"2250",1.6958199295
"2251",1.6958955175
